corpus,chunk1,chunk2,chunk3,chunk4,chunk5
élethalálharc,élet,halál,harc,,
lottószelvény,lottó,szel,vény,,
iparrajziskola,ipar,rajz,iskola,,
mellékvesekéreg,mellék,vese,kéreg,,
szerszámtáska,szer,szám,táska,,
vágószerszám,vágó,szer,szám,,
vesebántalom,vese,bánt,alom,,
palabányamunkás,pala,bánya,munkás,,
csillagmagasságmérő,csillag,magasság,mérő,,
fehérneműkamra,fehér,nemű,kamra,,
tőzegfüstszagú,tőzeg,füst,szagú,,
gondviselésszerűen,gond,visel,ésszerűen,,
fehérjetartalom,fehérje,tart,alom,,
kávéültetvény,kávé,ültet,vény,,
színvonalkülönbség,szín,vonal,különbség,,
egybeesküszik,egybe,eskü,szik,,
olajfaültetvény,olajfa,ültet,vény,,
pohárköszöntő,pohár,kösz,öntő,,
csúcsszáradás,csúcs,szár,adás,,
darabontkormány,dara,bont,kormány,,
félreköszörül,félre,kösz,örül,,
földzárlatjelző,föld,zárlat,jelző,,
ampermásodperc,amper,másod,perc,,
tengerpartvédelem,tenger,part,védelem,,
dollárbankjegy,dollár,bank,jegy,,
szembeállítható,szembe,állít,ható,,
mókusprémsapka,mókus,prém,sapka,,
menetjegyiroda,menet,jegy,iroda,,
kormányszárnyílás,kormány,szár,nyílás,,
díszpárnahuzat,dísz,párna,huzat,,
zónarendszer,zóna,rend,szer,,
rádiószögmérő,rádió,szög,mérő,,
fehérneműraktár,fehér,nemű,raktár,,
tölgycserkéreg,tölgy,cser,kéreg,,
tudományszeretet,tudomány,szer,etet,,
koordinátarendszer,koordináta,rend,szer,,
gyászszertartás,gyász,szer,tartás,,
szorítóanyacsavar,szorító,anya,csavar,,
térképirányszög,térkép,irány,szög,,
négyzetdeciméter,négyzet,deci,méter,,
tyúkszemvágó,tyúk,szem,vágó,,
kengyelcsapszeg,kengyel,csap,szeg,,
mértékrendszer,mérték,rend,szer,,
vízumkényszer,vízum,kény,szer,,
tengelyközéprész,tengely,közép,rész,,
madárgyűrűzés,madár,gyűr,űzés,,
szerszámtartó,szer,szám,tartó,,
szalagrendszer,szalag,rend,szer,,
szólóhangszer,szóló,hang,szer,,
csődtömeggondnokság,csőd,tömeg,gondnokság,,
szénkefetartó,szén,kefe,tartó,,
rohamrendőrség,roham,rend,őrség,,
munkásszervezet,munkás,szer,vezet,,
marószerszám,maró,szer,szám,,
ruhaszárítókötél,ruha,szárító,kötél,,
egységszervezet,egység,szer,vezet,,
építéshatósági,építés,ható,sági,,
végigeszeget,végi,gesz,eget,,
pályakvantumszám,pálya,kvantum,szám,,
zsírtartalommérő,zsír,tartalom,mérő,,
zászlóaljharccsoport,zászlóalj,harc,csoport,,
zsiliprendszer,zsilip,rend,szer,,
cölöpfejtoldás,cölöp,fejt,oldás,,
rovarirtószer,rovar,irtó,szer,,
végigzongorázik,végig,zongor,ázik,,
sztárrendszer,sztár,rend,szer,,
kakukkmécsvirág,kakukk,mécs,virág,,
szeretetroham,szer,etet,roham,,
menyasszonytánc,meny,asszony,tánc,,
szemfényvesztő,szem,fény,vesztő,,
végigfényképez,végig,fény,képez,,
proletárforradalom,proletár,forrad,alom,,
rendfenntartó,rend,fenn,tartó,,
másodpercmérő,másod,perc,mérő,,
gyorsúszótempó,gyors,úszó,tempó,,
autóbuszjegy,autó,busz,jegy,,
rajzfilmkészítő,rajz,film,készítő,,
színképfénymérő,színkép,fény,mérő,,
küllőcsaplyukfúró,küllő,csaplyuk,fúró,,
szőrtüszőgyulladás,szőr,tüsző,gyulladás,,
élelmiszerutalvány,élelmi,szer,utalvány,,
labdarúgóklub,labda,rúgó,klub,,
állatföldrajz,állat,föld,rajz,,
barackrózsaszín,barack,rózsa,szín,,
sikértartalom,sikér,tart,alom,,
forgópántcsap,forgó,pánt,csap,,
dohányültetvény,dohány,ültet,vény,,
rendszerváltozás,rend,szer,változás,,
szerszámgépgyár,szer,szám,gépgyár,,
helytartóság,hely,tart,óság,,
földközépkori,föld,közép,kori,,
szélsebességmérő,szél,sebesség,mérő,,
szólóhangverseny,szóló,hang,verseny,,
propellernyakkendő,propeller,nyak,kendő,,
díszemelvény,dísz,emel,vény,,
autóbuszkalauz,autó,busz,kalauz,,
gömbcsuklócsésze,gömb,csukló,csésze,,
szertartáskönyv,szer,tartás,könyv,,
iskolarendszer,iskola,rend,szer,,
szakajtókosár,szak,ajtó,kosár,,
festékestégely,fest,ékes,tégely,,
bankintézvény,bank,intéz,vény,,
heringhalászhajó,hering,halász,hajó,,
ásványolajfinomító,ásvány,olaj,finomító,,
tömegközéppont,tömeg,közép,pont,,
unokatestvérség,unoka,test,vérség,,
fehérneművarrás,fehér,nemű,varrás,,
partjelzőfény,part,jelző,fény,,
kőművesszerszám,kőműves,szer,szám,,
riasztórendszer,riasztó,rend,szer,,
anódvédőrács,anód,védő,rács,,
kettészakadás,ketté,szak,adás,,
élelmiszerközpont,élelmi,szer,központ,,
tengerészkadét,teng,erész,kadét,,
szeméremdomb,szem,érem,domb,,
papírszelvény,papír,szel,vény,,
szárnyszelvény,szárny,szel,vény,,
könyvszeretet,könyv,szer,etet,,
pénzváltóügynök,pénz,váltó,ügynök,,
egyházhatósági,egyház,ható,sági,,
teherautóvezető,teher,autó,vezető,,
félrehesseget,félre,hess,eget,,
csepegtetőforma,csepeg,tető,forma,,
könyvárusítóhely,könyv,árusító,hely,,
munkaérdemrend,munka,érdem,rend,,
szemcsöpögtető,szem,csöpög,tető,,
blokkrendszer,blokk,rend,szer,,
kábítószerélvező,kábító,szer,élvező,,
nyelvrendszer,nyelv,rend,szer,,
szerszámsorozat,szer,szám,sorozat,,
közmunkaváltság,közm,unka,váltság,,
mosómedveprém,mosó,medve,prém,,
tüdőcsúcshurut,tüdő,csúcs,hurut,,
utcarendszer,utca,rend,szer,,
tengerészkétszersült,teng,erész,kétszersült,,
élelmiszerkosár,élelmi,szer,kosár,,
repülőgépanyahajó,repülőgép,anya,hajó,,
hangjegyírás,hang,jegy,írás,,
lézerrendszer,lézer,rend,szer,,
kukucskálóablak,kukucs,káló,ablak,,
bálnahalászhajó,bálna,halász,hajó,,
agyonfényképez,agyon,fény,képez,,
nedvtartalom,nedv,tart,alom,,
alakváltozásmentes,alak,változás,mentes,,
rizsültetvény,rizs,ültet,vény,,
tudattartalom,tudat,tart,alom,,
kapupántcsavar,kapu,pánt,csavar,,
fenékcsapóajtó,fenék,csapó,ajtó,,
kényszerrezgés,kény,szer,rezgés,,
aranyérbántalom,aranyér,bánt,alom,,
rágóizomgörcs,rágó,izom,görcs,,
olajszintmérce,olaj,szint,mérce,,
árokrendszer,árok,rend,szer,,
valutarendszer,valuta,rend,szer,,
szívhangregisztrálás,szív,hang,regisztrálás,,
osztalékszelvény,osztalék,szel,vény,,
szesztartalom,szesz,tart,alom,,
szélsebességmérés,szél,sebesség,mérés,,
papírzsebkendő,papír,zseb,kendő,,
hajófenékrész,hajó,fenék,rész,,
autóversenypálya,autó,verseny,pálya,,
kartotékrendszer,kartoték,rend,szer,,
színtartóság,szín,tart,óság,,
jelképrendszer,jelkép,rend,szer,,
nyálmirigyciszta,nyál,mirigy,ciszta,,
tyúkszemgyűrű,tyúk,szem,gyűrű,,
súlykészletdoboz,súly,készlet,doboz,,
holdfényhatás,hold,fény,hatás,,
dísztollkereskedő,dísz,toll,kereskedő,,
hadifogolytábor,hadi,fogoly,tábor,,
ékesszólástanár,ékes,szólás,tanár,,
férfidivatárus,férfi,divat,árus,,
rendfenntartás,rend,fenn,tartás,,
alaptőkecsökkentés,alap,tőke,csökkentés,,
horgászcsalétek,horgász,csal,étek,,
horgonyláncszekrény,horgony,lánc,szekrény,,
helyszínrajz,hely,szín,rajz,,
gomblyuköltés,gomb,lyuk,öltés,,
hazazarándokol,haza,zaránd,okol,,
ökörfarkkóró,ökör,fark,kóró,,
függvényábra,függ,vény,ábra,,
élelmiszerszállító,élelmi,szer,szállító,,
földrajztudós,föld,rajz,tudós,,
tengerészkabát,teng,erész,kabát,,
tejútrendszer,tejút,rend,szer,,
holdvilágképű,hold,világ,képű,,
határidomszer,határ,idom,szer,,
szerszámlyuk,szer,szám,lyuk,,
bokorültetvény,bokor,ültet,vény,,
élelmiszerhelyzet,élelmi,szer,helyzet,,
ezredmásodperc,ezred,másod,perc,,
monitorrendszer,monitor,rend,szer,,
háncsrostkötél,háncs,rost,kötél,,
vendéglátóüzem,vendég,látó,üzem,,
virágáruslány,virág,árus,lány,,
szerszámkészítés,szer,szám,készítés,,
dongaboltozatos,donga,boltoz,atos,,
helyjegyváltás,hely,jegy,váltás,,
szerteszaggat,szer,tesz,aggat,,
harckocsiakadály,harc,kocsi,akadály,,
lámagyapjúszövet,láma,gyapjú,szövet,,
századmásodperc,század,másod,perc,,
zsírtartalom,zsír,tart,alom,,
totószelvény,totó,szel,vény,,
szélmalomharc,szél,malom,harc,,
tengerészmunkadal,teng,erész,munkadal,,
részvénytársaság,rész,vény,társaság,,
szerteszakad,szer,tesz,akad,,
kegytárgykereskedés,kegy,tárgy,kereskedés,,
irdalószerszám,irdaló,szer,szám,,
gyárkéményjavító,gyár,kémény,javító,,
szőrszálhasogató,szőr,szál,hasogató,,
kényszernyugdíjaz,kény,szer,nyugdíjaz,,
szabadalomképes,szabad,alom,képes,,
kötőszövetfibróma,kötő,szövet,fibróma,,
csatornarendszer,csatorna,rend,szer,,
agyonrendszerez,agyon,rend,szerez,,
színképfénymérés,színkép,fény,mérés,,
szeméremcsont,szem,érem,csont,,
kaszárnyarendszer,kaszárnya,rend,szer,,
szerteszakadozik,szer,tesz,akadozik,,
szélszarvkötél,szél,szarv,kötél,,
szerteszállít,szer,tesz,állít,,
díszhangverseny,dísz,hang,verseny,,
földrengésfészek,föld,rengés,fészek,,
végigrizsázik,végig,rizs,ázik,,
hordrugókötés,hord,rugó,kötés,,
hivatásszeretet,hivatás,szer,etet,,
emésztőrendszer,emésztő,rend,szer,,
csípőrésztoldalék,csípő,rész,toldalék,,
földhangjelző,föld,hang,jelző,,
hadianyaggyár,hadi,anyag,gyár,,
tollszártartó,toll,szár,tartó,,
álommagyarázás,álom,magyar,ázás,,
csokornyakkendő,csokor,nyak,kendő,,
szarvasmarhaféle,szarvas,marha,féle,,
mintarajziskola,minta,rajz,iskola,,
hálószobaablak,háló,szoba,ablak,,
tengerészkard,teng,erész,kard,,
hajóroncsfosztogató,hajó,roncs,fosztogató,,
olajüzemanyag,olaj,üzem,anyag,,
gumiabroncsnyomás,gumi,abroncs,nyomás,,
csődtömeggondnok,csőd,tömeg,gondnok,,
ajándékszelvény,ajándék,szel,vény,,
ostornyéltartó,ostor,nyél,tartó,,
combcsontmélyedés,comb,csont,mélyedés,,
tolóablakkeret,toló,ablak,keret,,
kényszerzubbony,kény,szer,zubbony,,
halálsugárágyú,halál,sugár,ágyú,,
végigtáncoltat,végig,tánc,oltat,,
barackvirágszín,barack,virág,szín,,
zeneszerszám,zene,szer,szám,,
döntőbírósági,döntő,bíró,sági,,
medveheccaréna,medve,hecc,aréna,,
szeretetlakoma,szer,etet,lakoma,,
labdarúgótorna,labda,rúgó,torna,,
kábítószermániás,kábító,szer,mániás,,
filmforgatókönyv,film,forgató,könyv,,
kuparendszer,kupa,rend,szer,,
pénzváltóbank,pénz,váltó,bank,,
nadrágszíjparcella,nadrág,szíj,parcella,,
varrótalpkeret,varró,talp,keret,,
jegybanktörvény,jegy,bank,törvény,,
pörgésszámmérő,pörgés,szám,mérő,,
versmértékes,vers,mért,ékes,,
gerincbántalom,gerinc,bánt,alom,,
mellékhangsúly,mellék,hang,súly,,
nemzetfenntartó,nemzet,fenn,tartó,,
ütőérszakadás,ütőér,szak,adás,,
prosztatabántalom,prosztata,bánt,alom,,
hajókeréklapát,hajó,kerék,lapát,,
hangszalagretusálás,hang,szalag,retusálás,,
hatványfüggvény,hatvány,függ,vény,,
munkakényszer,munka,kény,szer,,
végigfejteget,végig,fejt,eget,,
prémiumrendszer,prémium,rend,szer,,
rézsűmérőműszer,rézsű,mérő,műszer,,
mélyfúrólyuk,mély,fúró,lyuk,,
földhaszonbérlet,föld,haszon,bérlet,,
kívánsághangverseny,kívánság,hang,verseny,,
illatszergyár,illat,szer,gyár,,
szolgálatára,szol,gála,tára,,
szelvényutalvány,szel,vény,utalvány,,
hullámfüggvény,hullám,függ,vény,,
ásványolajforrás,ásvány,olaj,forrás,,
hordócsapfúró,hordó,csap,fúró,,
településföldrajz,település,föld,rajz,,
településföldrajz,telep,ülés,földrajz,,
bolygórendszer,bolygó,rend,szer,,
rakétaszakértő,rakéta,szak,értő,,
pártszakadás,párt,szak,adás,,
súlymértékrendszer,súlymérték,rend,szer,,
emeltyűrendszer,emeltyű,rend,szer,,
némajátékszerző,néma,játék,szerző,,
intézményrendszer,intézmény,rend,szer,,
fizetővendéglátó,fizető,vendég,látó,,
kényszerhelyzet,kény,szer,helyzet,,
ismertetőjegy,ismer,tető,jegy,,
hajókötélburkolat,hajó,kötél,burkolat,,
kardvívócsapat,kard,vívó,csapat,,
rendszerprogramozás,rend,szer,programozás,,
nyálkakiválasztó,nyál,kaki,választó,,
súlymértékrendszer,súly,mérték,rendszer,,
angyalédesgyökér,angyal,édes,gyökér,,
hegyvonulatos,hegy,vonul,atos,,
félreismerszik,félre,ismer,szik,,
tengerészbőrönd,teng,erész,bőrönd,,
szőrszálhasogatás,szőr,szál,hasogatás,,
gomblyukretesz,gomb,lyuk,retesz,,
banánfaültetvény,banánfa,ültet,vény,,
tömegszervezet,tömeg,szer,vezet,,
szeretetreméltó,szeret,etre,méltó,,
rádiórendszer,rádió,rend,szer,,
bányarészjegy,bánya,rész,jegy,,
kényszerszellőzés,kény,szer,szellőzés,,
fenékvonóháló,fenék,vonó,háló,,
öntésforradás,öntés,forr,adás,,
részvényfajta,rész,vény,fajta,,
banktisztviselő,bank,tiszt,viselő,,
ágyúcsapszeg,ágyú,csap,szeg,,
térdszalagrend,térd,szalag,rend,,
rádióműszerész,rádió,műsz,erész,,
tengerésztemetés,teng,erész,temetés,,
szemelvénygyűjtemény,szemel,vény,gyűjtemény,,
hangrendszer,hang,rend,szer,,
fenntartható,fenn,tart,ható,,
reklámszakértő,reklám,szak,értő,,
vontatódrótkötél,vontató,drót,kötél,,
félbeszárnyal,félbe,szár,nyal,,
kábítószerhasználó,kábító,szer,használó,,
szélirányszög,szél,irány,szög,,
közbetelepülés,közbe,telep,ülés,,
földrengéskutató,föld,rengés,kutató,,
szívremegtető,szív,remeg,tető,,
számvevőszék,szám,vevő,szék,,
kézimunkaminta,kézi,munka,minta,,
tartalékalkatrész,tartalék,alkat,rész,,
gyomorbántalom,gyomor,bánt,alom,,
könyvkötőműhely,könyv,kötő,műhely,,
szerszámkovács,szer,szám,kovács,,
krómoxidzöld,króm,oxid,zöld,,
pontrendszer,pont,rend,szer,,
rajzmásolópapír,rajz,másoló,papír,,
drótkötélpálya,drót,kötél,pálya,,
pengetőhangszer,pengető,hang,szer,,
hajókötélburkolás,hajó,kötél,burkolás,,
osztályszempont,osztály,szem,pont,,
tangensérintőpont,tangens,érintő,pont,,
kazánfűtőolaj,kazán,fűtő,olaj,,
pártszempont,párt,szem,pont,,
anyakönyvvezető,anya,könyv,vezető,,
szelvényrész,szel,vény,rész,,
segédszervezet,segéd,szer,vezet,,
végigkacsázik,végig,kacs,ázik,,
hengercsaprózsa,henger,csap,rózsa,,
vésztörvényszék,vész,törvény,szék,,
parkettaszorító,park,etta,szorító,,
tengerésznemzet,teng,erész,nemzet,,
rendszerszervező,rend,szer,szervező,,
rendszerváltás,rend,szer,váltás,,
gyújtólángfúvóka,gyújtó,láng,fúvóka,,
hangversenymester,hang,verseny,mester,,
sétahangverseny,séta,hang,verseny,,
huzalcsíptető,huzal,csíp,tető,,
mértékszabóság,mérték,szab,óság,,
forrasztópákahegy,forrasztó,páka,hegy,,
pénzverőminta,pénz,verő,minta,,
fürdőszobaajtó,fürdő,szoba,ajtó,,
kényszermozgás,kény,szer,mozgás,,
szakszervezetet,szak,szervez,etet,,
combnyaktörés,comb,nyak,törés,,
szerelvényvizsgál,szerel,vény,vizsgál,,
szerszámkocsi,szer,szám,kocsi,,
élelmiszervizsgálat,élelmi,szer,vizsgálat,,
életszínvonal,élet,szín,vonal,,
műszerészeszterga,műsz,erész,eszterga,,
igazságszeretet,igazság,szer,etet,,
világranglista,világ,rang,lista,,
alaprezgésszám,alap,rezgés,szám,,
szardellapaszta,szar,della,paszta,,
öntözőrendszer,öntöző,rend,szer,,
szerelvényzsák,szerel,vény,zsák,,
agyonhangsúlyoz,agyon,hang,súlyoz,,
személyazonossági,személy,azonos,sági,,
szórványtelepülés,szórvány,telep,ülés,,
virágcsendélet,virág,csend,élet,,
szemléltetőeszköz,szemlél,tető,eszköz,,
házinyúltenyésztés,házi,nyúl,tenyésztés,,
mellékkvantumszám,mellék,kvantum,szám,,
magánfogadalom,magán,fogad,alom,,
határrendőrség,határ,rend,őrség,,
szeméremajak,szem,érem,ajak,,
kábítószermánia,kábító,szer,mánia,,
jelentésszűkülés,jelentés,szűk,ülés,,
bungalótelepülés,bungaló,telep,ülés,,
kényszerképzet,kény,szer,képzet,,
keresztszárkarika,kereszt,szár,karika,,
államszervezet,állam,szer,vezet,,
ólomkristályüveg,ólom,kristály,üveg,,
olvasószemüveg,olvasó,szem,üveg,,
félrecsatangol,félre,csat,angol,,
négyzetgyökvonás,négyzet,gyök,vonás,,
jegycsíptető,jegy,csíp,tető,,
lovasrendőrség,lovas,rend,őrség,,
élelmiszerárus,élelmi,szer,árus,,
drótcsíptető,drót,csíp,tető,,
államsorsjáték,állam,sors,játék,,
hivatásszervezet,hivatás,szer,vezet,,
fenntarthatóság,fenn,tart,hatóság,,
fókusztávolságmérő,fókusz,távolság,mérő,,
hangjegyfüzet,hang,jegy,füzet,,
írásszakértő,írás,szak,értő,,
rendőrtisztviselő,rend,őrtiszt,viselő,,
hamuzsírgyár,hamu,zsír,gyár,,
csokornyakkendős,csokor,nyak,kendős,,
kényszerházasság,kény,szer,házasság,,
ananászültetvény,ananász,ültet,vény,,
ajtóveretszeg,ajtó,veret,szeg,,
fénysugárnyaláb,fény,sugár,nyaláb,,
egyházszakadás,egyház,szak,adás,,
kristályrendszer,kristály,rend,szer,,
mondathangsúly,mondat,hang,súly,,
vendégszeretet,vendég,szer,etet,,
földrengésjelzés,föld,rengés,jelzés,,
hajtószárkarika,hajtó,szár,karika,,
kényszerütés,kény,szer,ütés,,
végigzarándokol,végig,zaránd,okol,,
himlőoltóanyag,himlő,oltó,anyag,,
szélrendszer,szél,rend,szer,,
cukornádültetvény,cukornád,ültet,vény,,
emberszeretet,ember,szer,etet,,
rendszámtábla,rend,szám,tábla,,
köszöntővers,kösz,öntő,vers,,
végigcsatangol,végig,csat,angol,,
szerszámacél,szer,szám,acél,,
hadianyagraktár,hadi,anyag,raktár,,
rajzfilmkészítés,rajz,film,készítés,,
fenékdeszkatalp,fenék,deszka,talp,,
hangversenyterem,hang,verseny,terem,,
osztálysorsjáték,osztály,sors,játék,,
gyomortartalom,gyomor,tart,alom,,
részvénytőke,rész,vény,tőke,,
kakaóültetvény,kakaó,ültet,vény,,
autóbuszjárat,autó,busz,járat,,
légyvédőháló,légy,védő,háló,,
krómkáliszulfát,króm,káli,szulfát,,
fegyverszakértő,fegyver,szak,értő,,
fűzőszíjnyelv,fűző,szíj,nyelv,,
birsalmasajt,birs,alma,sajt,,
földrajzkönyv,föld,rajz,könyv,,
hullámcsomópont,hullám,csomó,pont,,
madárszakértő,madár,szak,értő,,
kényszeralkalmazás,kény,szer,alkalmazás,,
autóbuszvonal,autó,busz,vonal,,
kényszermosoly,kény,szer,mosoly,,
hajófenékfesték,hajó,fenék,festék,,
hajóroncsmentő,hajó,roncs,mentő,,
kagylópénzfüzér,kagyló,pénz,füzér,,
szénraktárkezelő,szén,raktár,kezelő,,
faunaszakértő,fauna,szak,értő,,
cseppfolyósodó,csepp,folyó,sodó,,
szélcsendzóna,szél,csend,zóna,,
porckorongsérv,porc,korong,sérv,,
csontvelőgyulladás,csont,velő,gyulladás,,
jelzésrendszer,jelzés,rend,szer,,
kölcsönfényképez,kölcsön,fény,képez,,
derékszögvonalzó,derék,szög,vonalzó,,
mikroszervezet,mikro,szer,vezet,,
tyúkszemirtó,tyúk,szem,irtó,,
búzaköszvény,búza,kösz,vény,,
hazaszárnyal,haza,szár,nyal,,
végighangsúlyoz,végig,hang,súlyoz,,
vákuumizzólámpa,vákuum,izzó,lámpa,,
rácsszemétdaráló,rács,szemét,daráló,,
rendszerprogramozó,rend,szer,programozó,,
lazítószerszám,lazító,szer,szám,,
baradicskóró,bara,dics,kóró,,
pisztolygolyóálló,pisztoly,golyó,álló,,
láncfonalcséve,lánc,fonal,cséve,,
állatszakértő,állat,szak,értő,,
kényszerválasz,kény,szer,válasz,,
tengerésztiszté,teng,erész,tiszté,,
hangjegyvonalak,hang,jegy,vonalak,,
tiszteletreméltó,tisztel,etre,méltó,,
tervrajzkészítő,terv,rajz,készítő,,
cukorrépaszelet,cukor,répa,szelet,,
tengerészkapitány,teng,erész,kapitány,,
helyfenntartás,hely,fenn,tartás,,
életbiztonsági,élet,bizton,sági,,
mélyretekintő,mély,retek,intő,,
selyemhernyópete,selyem,hernyó,pete,,
úttörőnyakkendő,úttörő,nyak,kendő,,
magasföldszint,magas,föld,szint,,
bankfolyószámla,bank,folyó,számla,,
munkaszolgálatos,munka,szolgál,atos,,
olajfestékkereskedő,olaj,festék,kereskedő,,
kottavonalhúzó,kotta,vonal,húzó,,
növényföldrajz,növény,föld,rajz,,
szektarianizmus,szekta,rian,izmus,,
szeretetadomány,szer,etet,adomány,,
jegyárusítóhely,jegy,árusító,hely,,
szakfolyóirat,szak,folyó,irat,,
szerteszéled,szer,tesz,éled,,
hisztériázik,hisz,téri,ázik,,
borravalórendszer,borravaló,rend,szer,,
földbirtokkezelőség,föld,birtok,kezelőség,,
vécépapírtekercs,vécé,papír,tekercs,,
szakközépiskolai,szak,közép,iskolai,,
végigszárnyal,végig,szár,nyal,,
palotaforradalom,palota,forrad,alom,,
szerszámosláda,szer,számos,láda,,
horgonybójakötél,horgony,bója,kötél,,
tengerészsapka,teng,erész,sapka,,
kényszerkölcsön,kény,szer,kölcsön,,
